OID_,Value,DepoZone,EUcropClas,SlopeClass,DepoZones,CropShort,SlopeTxt,lucode,Ndeposition,NUE,PUE,load_n,eff_n,crit_len_n,proportion_subsurface_n,load_p,eff_p,crit_len_p
530,531,40,1,1,30.001-40 kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,531,32.23281479,0.48,0.72,16.76106369,0.683106959,200,0.416916132,0,0.683106959,200
531,532,40,6,1,30.001-40 kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,532,32.87424469,0.48,0.72,17.09460724,0.844019055,200,0.016346891,0,0.844019055,200
532,533,30,3,4,25.001-30 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,533,27.53829956,0.44,0.55,15.42144775,0.446181476,200,0,0,0.446181476,200
533,534,30,5,4,25.001-30 kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,534,26.71343422,0.41,0.63,15.76092619,0.410163611,200,1,0,0.410163611,200
534,535,30,2,4,25.001-30 kg ha,Non-wood Natural,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,535,26.91662216,0.34,0.34,17.76497063,0,200,0.419181421,0,0,200
535,536,30,1,5,25.001-30 kg ha,NaturalTrees,> mean + 3STD = 26.558-89.281 degrees,536,27.4224081,0.36,0.34,17.55034118,0.822223186,200,0,0,0.822223186,200
536,537,30,6,4,25.001-30 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,537,26.965271,0.38,0.38,16.71846802,0.899999976,200,0,0,0.899999976,200
537,538,30,4,4,25.001-30 kg ha,Built-up and artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,538,27.49971008,0.36,0.39,17.59981445,0.803088486,200,0.684861004,0,0.803088486,200
538,539,40,5,1,30.001-40 kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,539,32.10757446,0.5,0.74,16.05378723,0.000910908,200,0.95792371,0,0.000910908,200
539,540,40,2,1,30.001-40 kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,540,32.81464386,0.47,0.73,17.39176125,0.523243725,200,0.459753126,0,0.523243725,200
540,541,40,1,2,30.001-40 kg ha,NaturalTrees,<= mean = 2.531- 5.06 degrees,541,31.72979355,0.48,0.7,16.49949265,0.886591077,200,0.16186168,0,0.886591077,200
541,542,40,6,2,30.001-40 kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,542,31.96961975,0.47,0.7,16.94389847,0.899999976,200,0,0,0.899999976,200
542,543,40,4,1,30.001-40 kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,543,32.87062836,0.47,0.72,17.42143303,0.155509308,200,0.76954335,0,0.155509308,200
543,544,40,3,2,30.001-40 kg ha,Cropland,<= mean = 2.531- 5.06 degrees,544,31.70279503,0.48,0.72,16.48545342,0.544568598,200,0.001066056,0,0.544568598,200
544,545,40,1,3,30.001-40 kg ha,NaturalTrees,<= mean + 1 STD = 5.061-12.225 degrees,545,31.47084236,0.36,0.52,20.14133911,0.899999976,200,0.006808853,0,0.899999976,200
545,546,40,3,3,30.001-40 kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,546,31.08102989,0.41,0.58,18.33780764,0.490195245,200,0,0,0.490195245,200
546,547,40,5,3,30.001-40 kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,547,32.65292358,0.51,0.74,15.99993255,0.12877959,200,0.978771031,0,0.12877959,200
547,548,40,5,2,30.001-40 kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,548,32.32080841,0.5,0.74,16.16040421,0.164530188,200,0.997013301,0,0.164530188,200
548,549,40,6,3,30.001-40 kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,549,31.57599068,0.36,0.57,20.20863404,0.899999976,200,0,0,0.899999976,200
549,550,40,4,2,30.001-40 kg ha,Built-up and artificial,<= mean = 2.531- 5.06 degrees,550,32.65314674,0.46,0.71,17.63269924,0.189636588,200,0.851274669,0,0.189636588,200
550,551,40,2,2,30.001-40 kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,551,32.26648712,0.44,0.62,18.06923279,0.822223186,200,0.594263077,0,0.822223186,200
551,552,40,4,3,30.001-40 kg ha,Built-up and artificial,<= mean + 1 STD = 5.061-12.225 degrees,552,32.10438156,0.36,0.52,20.5468042,0.42300728,200,0.761173546,0,0.42300728,200
552,553,40,2,3,30.001-40 kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,553,32.11014557,0.35,0.52,20.87159462,0.851959765,200,0.328909129,0,0.851959765,200
553,554,40,1,4,30.001-40 kg ha,NaturalTrees,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,554,31.8223114,0.29,0.45,22.59384109,0.899999976,200,0,0,0.899999976,200
554,555,40,6,4,30.001-40 kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,555,31.40265846,0.3,0.5,21.98186092,0.899999976,200,0,0,0.899999976,200
555,556,40,3,4,30.001-40 kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,556,31.23078156,0.36,0.52,19.9877002,0.797747314,200,0,0,0.797747314,200
556,557,25,3,5,20.001-25 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,557,20.89433479,0.42,0.58,12.11871418,0.899999976,200,0,0,0.899999976,200
557,558,20,6,5,17.001-20 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,558,18.20742226,0.65,0.6,6.372597791,0.899999976,200,0.290864199,0,0.899999976,200
558,559,40,5,4,30.001-40 kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,559,32.20926666,0.69,0.81,9.984872665,0.054208435,200,0.335376039,0,0.054208435,200
559,560,40,5,5,30.001-40 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,560,32.35630417,0.55013369,0.751791444,14.55601116,0,200,0.654592266,0,0,200
560,561,40,4,4,30.001-40 kg ha,Built-up and artificial,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,561,32.20655823,0.29,0.52,22.86665634,0.626754463,200,0.730330437,0,0.626754463,200
561,562,40,2,4,30.001-40 kg ha,Non-wood Natural,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,562,32.06579971,0.29,0.45,22.76671779,0,200,0.410792679,0,0,200
562,563,40,1,5,30.001-40 kg ha,NaturalTrees,> mean + 3STD = 26.558-89.281 degrees,563,32.09918213,0.13,0.15,27.92628845,0.595642149,200,0,0,0.595642149,200
563,564,30,3,5,25.001-30 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,564,27.65574741,0.4,0.47,16.59344845,0.84097743,200,0,0,0.84097743,200
564,565,30,5,5,25.001-30 kg ha,Water & Wetlands,> mean + 3STD = 26.558-89.281 degrees,565,26.80930996,0.55013369,0.751791444,12.06060535,0.16095157,200,0.654592266,0,0.16095157,200
565,566,30,4,5,25.001-30 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,566,28.26127243,0.38,0.27,17.52198891,0.720332742,200,0.876265824,0,0.720332742,200
566,567,53,6,1,40.001-53 (max) kg ha,Improved Grasslands,<= 1/2 STD = < 2.53 degrees,567,42.98126984,0.45,0.74,23.63969841,0.899999976,200,0.064348847,0,0.899999976,200
567,568,53,1,1,40.001-53 (max) kg ha,NaturalTrees,<= 1/2 STD = < 2.53 degrees,568,42.97037506,0.45,0.74,23.63370628,0.756814301,200,0.414840773,0,0.756814301,200
568,569,53,3,1,40.001-53 (max) kg ha,Cropland,<= 1/2 STD = < 2.53 degrees,569,42.8153801,0.45,0.74,23.54845906,0.651679039,200,0.008378013,0,0.651679039,200
569,570,53,2,1,40.001-53 (max) kg ha,Non-wood Natural,<= 1/2 STD = < 2.53 degrees,570,43.79364777,0.45,0.74,24.08650627,0.685851038,200,0.072718233,0,0.685851038,200
570,571,53,4,1,40.001-53 (max) kg ha,Built-up and artificial,<= 1/2 STD = < 2.53 degrees,571,42.60590363,0.45,0.74,23.433247,0.250478834,200,0.686578393,0,0.250478834,200
571,572,53,3,2,40.001-53 (max) kg ha,Cropland,<= mean = 2.531- 5.06 degrees,572,43.50349045,0.45,0.73,23.92691975,0.751629472,200,0,0,0.751629472,200
572,573,53,6,2,40.001-53 (max) kg ha,Improved Grasslands,<= mean = 2.531- 5.06 degrees,573,43.68904877,0.45,0.73,24.02897682,0.899999976,200,0,0,0.899999976,200
573,574,53,1,2,40.001-53 (max) kg ha,NaturalTrees,<= mean = 2.531- 5.06 degrees,574,44.16384125,0.45,0.71,24.29011269,0.80189991,200,0.326849788,0,0.80189991,200
574,575,53,2,2,40.001-53 (max) kg ha,Non-wood Natural,<= mean = 2.531- 5.06 degrees,575,43.87187958,0.45,0.73,24.12953377,0.582912445,200,0.051612074,0,0.582912445,200
575,576,53,4,2,40.001-53 (max) kg ha,Built-up and artificial,<= mean = 2.531- 5.06 degrees,576,42.67200661,0.45,0.71,23.46960364,0.259184718,200,0.726833284,0,0.259184718,200
576,577,53,3,3,40.001-53 (max) kg ha,Cropland,<= mean + 1 STD = 5.061-12.225 degrees,577,45.70069885,0.45,0.71,25.13538437,0.750479877,200,0,0,0.750479877,200
577,578,53,5,1,40.001-53 (max) kg ha,Water & Wetlands,<= 1/2 STD = < 2.53 degrees,578,43.50051498,0.49,0.73,22.18526264,0.352844834,200,0.018289492,0,0.352844834,200
578,579,53,5,2,40.001-53 (max) kg ha,Water & Wetlands,<= mean = 2.531- 5.06 degrees,579,43.65873337,0.5,0.73,21.82936669,0.599744797,200,0,0,0.599744797,200
579,580,53,5,3,40.001-53 (max) kg ha,Water & Wetlands,<= mean + 1 STD = 5.061-12.225 degrees,580,43.64446259,0.5,0.74,21.8222313,0.628330827,200,0.553298831,0,0.628330827,200
580,581,53,1,3,40.001-53 (max) kg ha,NaturalTrees,<= mean + 1 STD = 5.061-12.225 degrees,581,44.93774033,0.45,0.71,24.71575718,0.798932791,200,0.349536955,0,0.798932791,200
581,582,53,6,3,40.001-53 (max) kg ha,Improved Grasslands,<= mean + 1 STD = 5.061-12.225 degrees,582,44.16809654,0.45,0.71,24.2924531,0.839758635,200,0,0,0.839758635,200
582,583,53,2,3,40.001-53 (max) kg ha,Non-wood Natural,<= mean + 1 STD = 5.061-12.225 degrees,583,43.63461304,0.45,0.71,23.99903717,0.523020893,200,0.097371701,0,0.523020893,200
583,584,53,1,4,40.001-53 (max) kg ha,NaturalTrees,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,584,46.83886337,0.45,0.71,25.76137485,0.773641169,200,0.499958917,0,0.773641169,200
584,585,53,2,4,40.001-53 (max) kg ha,Non-wood Natural,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,585,40.49466705,0.45,0.74,22.27206688,0.899999976,200,0.4665519,0,0.899999976,200
585,586,53,6,4,40.001-53 (max) kg ha,Improved Grasslands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,586,48.47411919,0.45,0.725,26.66076555,0.751805484,200,0.534262776,0,0.751805484,200
586,587,53,4,3,40.001-53 (max) kg ha,Built-up and artificial,<= mean + 1 STD = 5.061-12.225 degrees,587,44.34116745,0.44,0.7,24.83105377,0.310833722,200,0.741111398,0,0.310833722,200
587,588,30,6,5,25.001-30 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,588,26.26838779,0.38,0.29,16.28640043,0.899999976,200,0.084285229,0,0.899999976,200
588,589,30,2,5,25.001-30 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,589,27.09106541,0.43,0.56,15.44190728,0,200,0.407474726,0,0,200
589,590,40,3,5,30.001-40 kg ha,Cropland,> mean + 3STD = 26.558-89.281 degrees,590,32.76222992,0.36,0.61,20.96782715,0.899999976,200,0,0,0.899999976,200
590,591,40,6,5,30.001-40 kg ha,Improved Grasslands,> mean + 3STD = 26.558-89.281 degrees,591,32.11425781,0.29,0.29,22.80112305,0.899999976,200,0,0,0.899999976,200
591,592,40,4,5,30.001-40 kg ha,Built-up and artificial,> mean + 3STD = 26.558-89.281 degrees,592,32.12650299,0.29,0.52,22.80981712,0.497437313,200,0.895605385,0,0.497437313,200
592,593,40,2,5,30.001-40 kg ha,Non-wood Natural,> mean + 3STD = 26.558-89.281 degrees,593,31.64709663,0,0.07,31.64709663,0,200,0.376899377,0,0,200
593,594,53,3,4,40.001-53 (max) kg ha,Cropland,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,594,48.60138702,0.45,0.74,26.73076286,0.899999976,200,0.02080235,0,0.899999976,200
594,595,53,5,4,40.001-53 (max) kg ha,Water & Wetlands,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,595,44.76090622,0.475,0.74,23.49947577,0.899999976,200,0.654592266,0,0.899999976,200
